,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,score
78,N00001720,B,A,D,D,C,B,D,A,C,C,D,C,A,B,A,C,,D,A,C,,A,D,A,D,77
79,N00001721,B,A,D,,C,B,D,A,C,C,D,B,,B,C,A,B,C,A,C,A,A,,D,D,73
80,N00001722,B,A,D,D,C,A,,A,C,C,,A,A,B,A,C,B,D,A,C,A,B,B,D,C,72
81,N00001723,B,A,,D,C,B,D,A,C,,,D,A,B,A,C,B,D,A,C,,A,,D,D,75
82,N00001724,B,,D,D,C,B,,A,C,,D,B,,B,B,C,B,D,A,B,A,,C,D,D,65
83,N00001725,B,A,D,C,A,B,D,,C,C,D,B,A,B,A,C,B,,,C,A,A,B,D,D,78
84,N00001726,B,,B,D,,B,D,A,C,C,A,B,A,,A,C,B,D,A,C,A,A,B,B,D,73
85,N00001727,B,A,D,D,C,C,B,A,C,,D,B,C,B,A,C,B,D,A,C,A,A,B,D,D,81
86,N00001728,B,A,D,D,C,B,D,A,C,C,D,B,D,B,A,C,B,A,A,C,A,,B,,D,82
87,N00001729,B,A,D,D,C,B,D,A,C,C,D,B,A,B,A,B,,D,A,,A,A,B,D,D,87
88,N00001730,B,A,,D,A,B,D,,C,C,D,C,A,B,A,C,,B,C,C,A,A,B,D,D,68
89,N00001731,,A,,D,,B,D,A,C,C,D,B,C,B,A,,B,D,A,D,A,A,B,D,D,74
90,N00001732,B,A,D,D,D,B,D,A,C,C,D,B,A,B,A,C,C,D,D,C,,A,B,A,D,76
91,N00001733,D,A,D,,C,B,D,B,C,,D,,A,B,A,C,C,D,A,C,A,A,B,,D,69
92,N00001734,,,D,D,C,B,A,A,C,C,D,B,A,B,A,C,B,D,D,C,A,C,A,D,D,72
93,N00001735,B,A,D,D,,B,D,A,C,,D,B,A,B,A,C,D,D,A,C,A,A,B,A,D,82
94,N00001736,B,A,D,D,C,B,D,A,C,C,D,B,A,,A,C,C,D,A,C,A,A,B,D,D,91
95,N00001737,,D,D,D,C,B,D,A,C,C,D,B,D,B,A,C,B,D,A,C,A,,B,D,D,82
96,N00001738,B,A,D,D,C,,D,A,C,C,,B,A,,A,C,B,,A,C,A,A,B,A,D,79
97,N00001739,B,A,D,D,C,B,,A,C,C,D,B,A,B,A,C,B,D,A,C,A,A,,,D,88
98,N00001740,B,A,D,D,C,,B,A,C,C,D,B,A,B,A,C,B,D,A,C,A,A,D,C,D,81
99,N00001741,B,C,D,D,C,B,D,A,C,,C,B,A,B,A,C,B,D,A,C,A,A,C,D,C,76
100,N00001742,B,A,,D,C,B,,A,C,C,D,,B,B,A,C,B,D,A,C,A,A,B,D,D,83
101,N00001743,B,A,D,D,C,A,D,A,,C,D,B,C,B,A,C,B,D,,C,A,,D,D,,69
102,N00001744,B,D,D,D,C,B,C,A,C,C,D,B,C,D,A,,B,D,A,C,A,A,B,D,D,76
103,N00001745,C,A,D,A,C,A,D,C,,C,D,,A,B,A,C,B,D,D,C,A,A,B,B,D,62
104,N00001746,B,A,D,,C,,D,A,C,C,D,B,A,B,A,C,A,D,A,C,A,A,,D,D,83
105,N00001747,B,A,,D,C,C,A,A,C,C,D,B,A,B,A,C,B,D,A,,A,A,B,D,D,82
106,N00001748,B,A,D,D,,,,A,,C,D,B,A,D,A,C,A,D,C,C,A,A,B,D,D,69
107,N00001749,B,,D,D,C,B,D,A,C,C,C,B,A,B,A,C,D,D,A,C,A,A,B,D,D,86
108,N00001750,A,A,D,D,C,B,A,A,C,C,D,B,A,B,A,,B,,A,C,,,D,B,D,64
109,N00001751,B,A,D,D,C,B,A,A,,,D,B,A,B,A,C,,D,A,C,A,A,,D,D,79
110,N00001752,B,A,D,D,D,A,D,A,C,D,D,A,A,B,A,B,B,C,A,C,A,A,B,D,D,70
111,N00001753,,A,D,,A,B,D,,C,D,D,B,A,B,A,,C,D,A,C,C,A,A,D,D,59
112,N00001754,B,A,D,D,C,B,D,A,C,C,D,B,A,,A,C,B,D,A,C,A,A,B,D,D,96
113,N00001755,B,,,D,,B,D,C,C,C,A,B,D,B,A,C,B,D,A,C,A,A,D,D,D,68
114,N00001756,B,D,D,D,C,B,D,,C,C,D,B,A,B,A,C,B,D,A,C,A,D,B,D,D,86
115,N00001757,B,A,D,D,C,B,D,A,D,C,D,B,A,B,,C,B,D,A,C,A,A,B,,D,87
116,N00001758,B,A,D,D,,B,D,,C,C,D,B,A,B,,C,B,D,B,C,,A,,A,D,70
117,N00001759,B,A,D,D,C,B,D,A,C,C,D,B,A,B,A,C,A,D,A,C,,B,B,D,D,86
118,N00001760,B,A,D,,C,A,D,A,C,C,D,A,A,B,A,C,,,A,C,B,A,B,D,D,73
119,N00001761,B,A,D,D,,B,D,A,C,C,D,B,A,B,,C,B,D,A,B,,A,B,D,C,78
120,N00001762,B,A,D,,B,,D,A,C,C,D,B,A,B,A,C,D,,A,C,A,,B,D,D,74
121,N00001763,C,A,D,D,C,B,A,D,C,C,D,B,A,B,A,C,B,D,A,,A,A,B,D,,77
122,N00001764,,C,D,D,C,B,D,A,C,,D,B,A,B,A,C,B,D,A,C,C,A,B,D,D,82
123,N00001765,,A,D,D,C,B,D,,C,,D,B,D,B,,C,A,D,A,D,A,A,B,D,D,69
124,N00001766,,A,D,D,C,B,C,A,C,C,D,B,D,B,A,C,B,D,D,C,,A,B,D,D,77
125,N00001767,,B,D,D,C,B,A,A,C,C,D,B,A,C,A,C,B,A,A,C,A,A,,D,D,72
126,N00001768,B,A,,D,C,C,D,A,,C,D,B,,B,A,B,B,D,A,C,A,A,,D,D,74
127,N00001769,B,A,D,B,C,B,D,C,,C,D,B,A,B,A,C,B,D,,C,A,,B,D,D,78
128,N00001770,,A,,D,C,B,,A,C,,D,B,A,B,,C,B,D,A,C,A,A,B,B,D,75
129,N00001771,C,A,,D,C,B,D,B,C,C,D,B,A,B,A,C,B,,A,C,A,A,B,D,D,82
130,N00001772,B,A,D,A,C,B,D,A,C,A,D,,,A,A,C,B,D,A,C,A,A,B,D,C,72
131,N00001773,B,A,B,D,,B,D,A,C,C,D,B,A,B,A,C,B,D,B,C,C,A,B,D,D,81
132,N00001774,,D,D,D,B,,,,C,C,,B,A,,A,C,,D,A,C,A,A,C,,D,53
133,N00001775,A,A,D,D,C,B,D,A,C,C,A,B,C,C,A,C,B,D,A,C,A,A,B,D,D,80
134,N00001776,A,A,D,C,C,B,,C,C,C,A,B,A,B,D,C,B,D,C,,A,,B,D,D,58
135,N00001777,B,A,B,D,C,B,,,,C,D,B,A,B,A,C,B,A,A,C,A,A,B,C,D,73
136,N00001778,C,C,D,D,,B,D,A,,C,B,B,A,B,A,C,B,C,A,C,A,B,B,D,,63
137,N00001779,,A,D,D,,B,D,A,C,C,B,B,A,,,C,D,D,A,,A,A,B,D,D,70
138,N00001780,B,,D,D,C,B,D,A,C,C,D,B,C,B,,C,B,D,A,C,A,,B,D,D,83
139,N00001781,B,A,D,D,C,B,D,A,C,C,D,B,A,B,A,C,B,D,A,C,A,,A,D,,87
140,N00001782,B,A,D,D,C,B,D,A,C,,D,B,A,B,A,B,B,D,,,A,A,B,D,A,78
141,N00001783,B,A,,D,C,,,A,C,C,D,B,A,B,A,C,A,A,A,C,A,A,B,B,D,73
142,N00001784,B,A,D,D,C,B,D,A,C,C,,B,A,B,A,C,B,D,A,C,B,,B,,D,83
143,N00001785,B,,D,,C,B,D,A,,B,,B,A,B,A,B,B,D,A,C,B,A,,C,D,60
144,N00001786,D,A,D,D,B,B,D,A,A,C,D,B,,B,A,C,B,D,A,C,A,D,B,D,D,76
145,N00001787,B,A,D,D,C,B,,A,B,C,D,B,A,C,B,C,B,D,,C,C,,B,D,D,68
146,N00001788,B,C,,D,C,B,D,A,C,D,A,,A,B,A,C,,D,A,C,,A,C,D,D,64
147,N00001789,B,A,D,B,C,B,D,A,C,C,D,B,A,B,A,,B,D,,C,B,A,D,D,D,77
148,N00001790,B,A,D,D,,B,D,A,C,C,D,B,A,B,A,C,,D,A,C,A,A,C,,D,83
149,N00001791,,A,D,D,C,B,D,D,C,C,D,B,A,B,,C,B,D,A,C,C,A,B,,D,78
150,N00001792,B,A,D,D,C,B,D,A,C,C,C,B,A,B,A,,B,D,A,C,A,A,A,D,D,86
151,N00001793,B,A,D,,C,B,D,A,C,C,D,A,A,,,,B,,A,C,A,,B,D,D,71
152,N00001794,B,A,D,D,C,B,D,,C,C,D,C,C,B,A,C,,D,A,,A,A,B,D,D,78
153,N00001795,B,A,D,D,C,B,D,A,,C,D,,A,B,A,C,,D,A,D,D,A,B,D,A,73
154,N00001796,,,D,D,,B,C,A,,C,D,B,,B,A,C,B,C,A,C,A,A,B,,D,66
155,N00001797,B,A,D,D,C,D,D,A,C,C,D,B,A,B,A,C,B,D,A,C,A,,C,D,D,86
156,N00001798,B,A,D,D,C,B,,A,C,C,D,B,A,,A,C,B,A,A,,A,,B,D,,75
157,N00001799,B,A,D,D,C,D,D,B,C,,D,B,A,B,,C,B,D,,A,A,A,B,D,C,68
158,N00001800,B,A,D,D,A,B,,A,C,,A,B,A,,A,C,B,D,A,C,A,A,B,D,,74
159,N00001801,B,A,D,D,C,B,D,A,C,C,D,B,A,B,A,C,B,D,A,C,A,A,B,D,D,100
160,N00001802,B,A,D,D,C,B,D,C,C,C,D,,,,A,,B,A,A,C,A,D,B,D,D,69
161,N00001803,,A,D,C,C,B,D,A,C,C,D,B,A,B,A,C,B,D,A,C,A,A,B,C,D,86
162,N00001804,B,A,,D,,B,D,A,C,C,D,B,,B,D,C,B,D,B,D,A,A,B,D,D,73
163,N00001805,C,A,,D,C,B,D,A,D,C,D,,A,B,A,C,B,D,A,C,A,A,,D,D,78
164,N00001806,B,,D,D,C,B,D,A,C,A,B,B,A,,A,D,B,D,A,C,A,A,B,D,D,77
165,N00001807,C,D,,D,C,B,D,,C,C,B,B,A,B,A,C,B,D,A,C,A,A,B,D,D,77
166,N00001808,B,A,D,D,C,B,D,A,B,C,D,B,C,B,A,C,B,B,A,D,,A,B,D,D,76
167,N00001809,B,A,,D,C,C,D,A,C,C,D,B,A,B,A,C,C,D,A,C,A,A,B,D,D,86
168,N00001810,,A,D,,C,B,C,A,C,C,D,B,A,B,A,C,B,,A,C,D,A,B,D,D,78
169,N00001811,B,A,,,,B,D,A,C,C,D,B,A,B,A,C,B,D,A,C,A,A,B,D,D,88
170,N00001812,A,,D,D,A,D,,A,C,C,D,B,A,B,A,A,B,C,A,C,A,A,B,D,C,62
171,N00001813,B,A,D,D,C,B,D,A,C,C,D,B,,B,A,C,B,D,A,C,A,A,A,D,D,91
172,N00001814,,A,D,C,C,B,D,A,C,C,D,B,A,B,B,,B,D,A,C,A,A,B,C,,73
173,N00001815,B,A,D,D,C,,D,A,C,C,D,B,C,B,,A,A,D,A,,A,A,B,D,D,73
174,N00001816,B,,A,D,C,B,,A,C,C,D,B,A,B,C,,B,D,A,C,C,A,B,D,D,73
175,N00001817,B,A,,D,D,B,D,A,C,C,B,B,A,B,A,C,B,D,A,C,A,A,B,D,D,86
176,N00001818,D,A,B,D,C,,D,A,C,C,D,D,A,C,A,D,,D,A,C,A,A,B,D,D,67
177,N00001819,B,A,D,D,C,B,B,A,C,C,D,B,A,B,A,C,B,D,A,,A,,C,,D,78
178,N00001820,B,A,D,D,C,B,D,A,C,C,D,B,A,B,A,C,B,D,,C,,A,D,,D,83
179,N00001821,B,A,D,D,C,C,D,A,C,C,,B,A,B,A,,A,D,B,D,A,A,B,D,D,72
180,N00001822,C,A,D,D,C,D,D,A,C,C,D,B,A,D,C,C,B,D,A,C,A,A,B,D,,76
181,N00001823,B,B,D,A,C,D,D,A,C,C,D,B,A,B,A,C,,A,A,B,,A,B,,D,63
182,N00001824,,A,D,D,C,B,D,A,,C,,B,A,B,A,C,B,D,A,D,A,A,B,D,D,83
183,N00001825,B,A,D,D,C,B,D,,C,D,D,C,,B,,C,,D,,C,A,,B,,D,62
184,N00001826,B,A,D,D,C,B,,A,C,,D,B,A,B,,C,B,D,A,C,A,D,B,D,D,83
185,N00001827,C,A,C,D,C,B,C,A,C,,D,B,,B,A,C,C,D,A,C,,A,B,D,D,68
186,N00001828,B,A,,,C,B,D,A,C,C,D,B,A,B,D,C,B,D,A,C,A,,B,D,C,78
187,N00001829,B,A,D,D,C,B,D,A,C,C,D,,A,B,A,,B,D,,C,A,A,B,C,D,83
188,N00001830,B,A,,C,C,B,D,A,C,,D,B,A,B,A,,B,D,A,C,,A,,D,D,75
189,N00001831,B,A,D,D,C,B,D,A,C,C,D,B,A,B,A,C,A,D,A,C,A,A,B,D,D,95
190,N00001832,B,A,,D,C,B,,,C,C,D,B,A,B,A,C,B,D,A,C,A,A,B,D,D,88
191,N00001833,D,D,D,D,C,B,D,A,C,C,D,B,A,B,A,,B,D,A,C,B,A,B,D,C,76
192,N00001834,B,C,D,D,C,B,D,,D,D,A,A,A,B,,C,B,,C,A,A,A,B,D,,49
193,N00001835,B,A,D,D,C,B,D,D,D,C,D,B,A,D,A,C,B,D,A,C,,A,B,D,,77
194,N00001836,B,,D,D,C,,D,A,C,C,,B,A,B,A,C,,B,A,C,A,A,A,,D,70
195,N00001837,B,A,D,D,C,B,D,A,C,,D,B,A,B,A,C,,D,,C,A,A,B,D,D,88
196,N00001838,B,A,D,,,B,A,A,C,C,D,B,A,B,A,C,C,D,C,C,A,A,B,D,C,72
197,N00001839,,A,D,D,C,D,D,A,C,C,D,B,A,B,,,B,D,A,C,A,A,B,C,D,78
198,N00001840,,A,B,D,C,B,D,A,A,C,D,B,A,,A,,B,A,A,,A,A,B,,,61
199,N00001841,B,A,C,D,C,B,D,A,,C,D,B,,B,A,C,B,C,A,C,B,C,A,D,D,67
200,N00001842,B,A,D,C,,D,D,B,C,C,,B,A,B,A,C,D,D,B,C,A,A,B,D,D,67
201,N00001843,C,A,D,B,C,B,D,A,C,C,D,B,A,B,A,C,A,D,A,C,A,A,B,D,,81
202,N00001844,B,,D,D,C,B,,A,D,D,D,B,A,B,A,C,B,D,A,C,B,,B,,D,69
203,N00001845,B,B,D,D,B,,D,A,C,C,D,B,A,B,A,C,B,D,A,C,A,A,B,D,,82
204,N00001846,A,A,D,D,C,B,D,A,C,C,D,B,A,B,A,,B,D,B,C,A,A,B,C,D,81
205,N00001847,B,A,D,D,C,B,D,D,C,,D,B,A,B,A,C,B,D,A,C,A,A,B,D,,87
206,N00001848,B,,A,D,C,B,D,A,C,C,D,D,A,B,,C,B,,,,A,A,B,D,D,70
207,N00001849,B,A,,D,C,B,D,A,C,C,D,B,A,B,A,C,B,D,B,C,A,A,B,D,D,91
208,N00001850,A,A,D,D,C,B,D,A,C,,D,B,,B,A,C,B,D,A,C,A,B,B,D,D,82
209,N00001851,D,A,,D,C,B,D,A,C,,,,A,B,A,C,,D,A,C,A,A,B,D,D,75
210,N00001852,B,A,D,A,C,B,D,D,C,C,D,B,A,B,A,C,B,C,A,D,A,A,B,D,D,80
211,N00001853,B,B,D,D,C,B,D,A,A,C,D,,A,B,A,D,B,D,A,C,A,A,B,D,D,81
212,N00001854,,A,,D,C,B,D,C,C,C,D,B,A,B,A,C,B,D,A,C,A,A,A,D,D,82
213,N00001855,,A,D,,C,B,D,A,,C,C,B,A,B,A,C,B,D,A,C,,A,B,D,D,79
214,N00001856,B,A,C,D,C,B,D,A,C,D,D,B,A,B,A,C,,D,A,,A,B,B,D,D,77
215,N00001857,B,A,B,D,B,B,A,A,C,C,D,A,A,B,A,C,B,D,A,C,C,,B,D,D,71
216,N00001858,D,A,D,D,C,B,D,A,C,C,D,B,A,B,A,C,B,D,A,,,A,B,D,D,87
217,N00001859,B,,D,D,C,B,D,A,C,A,D,B,A,B,A,C,B,D,,C,A,A,,D,D,83
218,N00001860,B,,D,D,,,D,A,C,C,D,B,A,D,A,,B,D,A,C,A,C,B,D,D,74
219,N00001861,B,D,D,D,C,B,D,A,C,C,,,A,B,A,C,B,,A,C,A,A,B,D,D,83
220,N00001862,B,A,D,D,C,B,D,A,C,C,D,B,A,B,A,C,B,D,A,C,A,A,B,D,D,100
221,N00001863,B,A,D,D,C,,C,D,C,C,D,D,A,B,,C,B,C,A,,A,A,B,D,D,68
222,N00001864,B,A,D,D,C,B,D,A,C,C,D,B,D,B,D,C,B,D,C,C,A,A,B,D,D,85
223,N00001865,B,A,D,D,C,B,A,,,C,D,B,A,B,A,C,B,D,A,C,A,A,B,D,D,87
224,N00001866,B,A,D,D,,B,D,A,C,C,D,B,A,B,A,C,B,D,A,C,A,A,A,D,D,91
225,N00001867,B,A,D,D,C,A,B,A,D,C,D,B,A,B,A,C,B,D,C,C,A,A,B,D,D,80
226,N00001868,B,A,D,D,A,B,D,A,,C,D,D,A,B,A,C,D,D,A,C,,D,B,,,64
227,N00001869,B,A,D,D,C,B,D,A,C,C,D,D,A,B,B,C,B,D,A,,A,A,B,D,D,86
228,N00001870,B,A,D,D,,B,,A,C,A,D,B,,B,,C,B,D,A,C,,A,B,D,D,75
229,N00001871,B,,D,D,C,B,D,A,C,C,D,C,A,B,,,B,D,D,C,A,A,B,B,D,73
230,N00001872,B,A,D,A,,B,D,A,D,C,D,B,A,B,B,D,B,D,A,B,A,A,B,D,D,71
231,N00001873,B,A,D,D,B,B,D,A,C,C,D,B,A,B,A,C,D,,D,,A,A,A,,D,68
232,N00001874,B,A,D,D,C,B,D,A,C,,D,B,A,B,A,,B,D,A,C,,D,B,D,D,83
233,N00001875,B,,D,B,A,B,D,,,B,D,B,D,D,A,C,B,C,,D,A,A,B,D,D,49
234,N00001876,B,A,B,D,C,B,D,A,C,C,D,,A,B,A,,B,D,A,C,A,A,B,D,D,87
235,N00001877,B,A,C,B,C,,D,A,C,C,D,,A,A,A,C,,D,A,C,A,A,B,D,,69
236,N00001878,D,A,A,D,C,B,D,A,C,B,B,B,,,A,C,,D,A,C,A,A,,D,D,64
237,N00001879,C,A,D,D,C,B,D,A,C,C,D,B,A,B,A,C,,D,,C,C,A,B,D,D,82
238,N00001880,B,A,D,,A,B,D,A,C,C,D,B,A,A,A,C,A,D,B,C,A,B,B,D,D,71
239,N00001881,B,A,D,B,C,,C,A,B,C,,B,A,B,A,C,B,D,A,C,A,A,B,D,D,77
240,N00001882,B,C,D,D,,B,A,A,C,C,D,,,B,A,C,B,A,A,C,A,A,C,,D,64
241,N00001883,D,A,D,,C,B,B,A,B,C,D,C,A,B,A,C,B,B,A,C,A,A,B,D,B,66
242,N00001884,B,A,D,,D,B,D,A,C,C,,B,A,B,A,C,B,D,A,D,A,A,A,D,C,72
243,N00001885,B,,D,D,C,B,D,,D,D,D,B,A,D,C,C,B,D,A,C,A,A,B,D,D,72
244,N00001886,B,A,,D,C,,,A,D,C,D,B,,B,A,A,B,D,A,C,A,B,C,D,D,64
245,N00001887,A,,D,D,C,B,D,A,C,,D,A,A,B,A,C,B,D,A,C,A,A,B,D,D,82
