,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,score
28,N00000669,,A,D,D,C,B,,A,C,C,D,B,A,B,,C,B,D,A,C,A,A,B,D,D,88
29,N00000670,B,A,D,A,C,B,D,B,C,C,D,B,C,B,A,C,,,,C,A,,B,D,D,69
30,N00000671,B,A,D,D,C,B,D,A,C,C,B,B,,,A,C,B,D,C,C,A,A,,D,D,78
31,N00000672,B,,D,D,C,B,D,A,,C,A,,C,B,A,C,B,D,A,C,A,A,A,D,D,73
32,N00000673,B,A,D,D,C,B,D,A,C,C,D,B,A,B,A,C,B,D,A,C,A,A,B,D,D,100
33,N00000674,B,A,,D,C,,D,A,C,C,D,B,A,B,C,C,B,D,B,C,A,A,B,D,D,82
34,N00000675,B,A,C,D,B,B,D,A,D,C,,B,A,B,A,C,B,D,A,C,A,A,B,D,D,81
35,N00000676,A,A,D,D,C,B,D,A,C,C,,B,A,B,A,C,,,,C,A,A,B,D,C,74
36,N00000677,B,A,D,D,C,B,D,A,C,C,,B,,B,A,C,B,D,A,A,A,,B,D,D,83
37,N00000678,B,A,D,D,C,B,,A,C,C,D,B,A,B,A,C,B,D,A,C,A,D,D,B,C,76
38,N00000679,B,A,D,D,C,B,D,B,,C,,B,A,B,,C,B,D,A,C,A,A,,D,D,79
39,N00000680,B,A,D,D,C,B,D,B,C,C,D,B,D,B,A,C,B,D,A,C,A,A,B,D,D,90
40,N00000681,B,A,D,D,C,B,D,A,C,C,D,B,A,C,A,C,B,B,A,C,A,A,A,D,D,85
41,N00000682,,B,D,D,C,B,D,A,C,C,,B,A,,A,,B,D,B,C,A,A,B,D,D,74
42,N00000683,B,A,D,D,C,B,D,,C,,D,B,B,B,A,C,B,D,A,C,A,A,D,D,D,82
43,N00000684,B,A,D,D,,,D,A,C,C,D,B,A,B,A,C,C,D,A,C,A,A,B,D,C,82
44,N00000685,D,C,D,D,C,B,D,A,C,C,D,B,A,B,,C,C,D,A,C,A,A,B,,D,77
45,N00000686,B,A,,D,C,B,,D,C,C,B,B,A,B,A,C,B,D,A,C,A,A,B,D,D,82
46,N00000687,B,A,D,D,C,B,C,A,C,C,D,B,A,B,A,C,B,,D,B,A,A,B,D,D,81
47,N00000688,B,A,D,D,C,B,D,A,C,C,D,,A,A,A,C,B,D,A,C,A,A,B,,D,87
48,N00000689,B,A,D,D,C,C,C,A,C,C,D,B,A,B,A,C,B,D,A,A,C,A,B,D,D,80
49,N00000690,B,A,C,D,,B,D,A,C,C,D,B,A,B,A,C,B,D,A,C,A,A,B,,D,87
50,N00000691,B,A,D,D,B,C,,A,C,,,B,A,B,A,A,D,,A,C,A,A,,D,D,60
51,N00000692,B,A,D,,,B,D,D,C,C,,B,A,B,A,C,B,D,B,C,A,A,B,D,D,78
52,N00000693,B,A,D,D,C,B,,A,C,,,B,A,B,A,C,B,D,,C,A,A,A,D,D,79
53,N00000694,B,A,D,D,C,B,D,D,C,C,D,B,B,B,C,C,B,C,A,C,D,,B,D,D,71
54,N00000695,B,A,D,D,C,B,D,A,C,C,D,B,A,B,A,,B,,B,B,A,A,B,D,D,82
55,N00000696,B,A,D,D,C,C,D,A,C,C,D,B,A,B,B,C,B,B,A,C,A,A,B,D,D,85
56,N00000697,A,A,D,D,B,,D,A,B,C,D,B,A,B,A,C,B,,A,C,A,A,,D,,69
57,N00000698,B,A,A,A,C,B,D,A,C,C,D,B,D,B,,C,B,D,A,B,A,A,B,C,,67
58,N00000699,B,A,D,D,C,B,D,A,C,,D,,C,D,A,C,B,D,A,C,A,A,C,D,D,77
59,N00000700,B,A,D,,C,B,A,A,C,C,D,B,A,B,A,C,B,A,A,D,A,A,B,D,D,81
60,N00000701,B,A,D,D,C,B,A,A,D,C,D,B,A,B,D,C,A,D,,C,A,A,,D,,68
61,N00000702,B,A,D,,C,B,D,A,,C,D,B,C,B,A,,B,D,A,C,A,A,B,D,,79
62,N00000703,B,A,D,D,C,B,D,D,C,B,D,B,A,B,A,,B,,,C,A,B,B,D,D,73
63,N00000704,A,A,D,D,,B,D,A,C,C,D,B,A,D,A,C,D,D,A,C,A,A,B,D,D,81
64,N00000705,B,A,D,D,C,B,D,A,,C,D,B,A,B,A,C,B,B,A,C,A,A,B,D,D,91
65,N00000706,,A,,D,D,B,D,A,C,C,D,B,A,,A,,B,A,A,D,A,C,,D,,56
66,N00000707,B,A,D,D,C,B,D,A,C,C,D,B,A,B,,C,B,D,A,C,A,,B,C,D,87
67,N00000708,B,A,D,D,C,B,D,A,C,C,D,B,D,B,A,C,C,D,A,C,A,A,B,D,D,90
68,N00000709,B,A,D,D,,B,D,D,C,C,D,B,A,B,A,A,,D,,C,A,C,B,D,D,73
69,N00000710,B,A,D,D,C,B,D,A,C,C,D,B,A,A,B,C,B,D,A,C,A,A,B,D,,86
70,N00000711,B,A,D,A,C,C,D,A,C,C,D,B,A,B,A,C,B,D,A,C,A,A,B,D,A,85
71,N00000712,,,,D,C,,D,A,C,C,,B,A,B,A,C,B,D,A,C,B,A,,D,A,66
72,N00000713,A,A,D,D,C,B,,A,,C,D,B,A,B,A,C,A,D,A,,A,D,B,D,D,73
73,N00000714,B,A,D,D,C,B,,A,C,C,D,,A,B,A,C,B,D,A,C,A,A,,D,D,88
74,N00000715,B,A,C,D,C,C,D,A,C,C,D,B,,B,,C,B,D,,C,A,B,B,D,D,73
75,N00000716,B,A,D,D,,B,D,,C,C,D,B,A,B,A,A,B,D,A,,A,A,,C,D,74
76,N00000717,B,,D,D,C,B,D,A,C,C,B,B,A,B,A,C,B,,A,C,A,A,D,D,D,82
77,N00000718,B,A,D,D,C,B,D,A,C,C,D,B,A,A,A,B,B,D,A,C,,B,B,D,D,81
78,N00000719,,,D,D,C,B,D,,,A,D,B,C,B,A,C,,C,A,C,A,A,B,D,D,65
79,N00000720,B,A,,D,B,B,D,A,C,,D,B,A,B,A,,B,D,A,,A,A,B,D,D,79
80,N00000721,B,A,D,D,C,B,D,A,,,D,B,A,B,C,C,B,D,A,C,A,B,B,D,,78
81,N00000722,,,D,D,C,B,D,A,C,C,A,B,A,B,A,C,,D,A,C,A,A,B,D,A,78
82,N00000723,B,A,D,,C,B,D,A,C,C,D,B,A,B,A,C,B,D,,C,A,A,B,D,D,92
83,N00000724,B,A,D,D,C,,D,A,C,C,D,B,A,B,A,C,B,,A,B,,A,B,A,,74
84,N00000725,,A,D,D,C,B,D,A,C,C,D,B,A,B,B,C,B,D,D,A,A,,B,D,D,77
85,N00000726,,A,D,D,C,B,,A,C,C,D,B,A,B,A,C,B,,,C,A,A,B,,D,80
86,N00000727,B,A,D,D,C,,D,A,B,C,A,B,A,B,A,C,B,D,A,C,A,A,B,D,D,86
87,N00000728,B,A,D,D,C,,D,A,C,C,D,B,,B,A,,B,D,,C,A,A,B,D,,80
88,N00000729,B,A,D,D,C,B,D,A,,C,D,B,A,B,A,C,B,D,A,C,A,A,B,D,D,96
89,N00000730,A,A,D,D,C,B,D,B,C,C,D,B,A,,A,A,,,A,C,A,,D,C,D,59
90,N00000731,B,A,D,D,C,B,D,A,D,C,D,B,A,B,A,C,B,,A,C,A,A,B,D,,87
91,N00000732,B,A,D,C,C,B,D,A,C,C,,B,,B,A,C,B,D,A,B,A,A,B,B,,73
92,N00000733,B,A,D,C,,B,A,A,,C,B,D,A,B,A,B,B,D,A,C,A,A,B,D,D,67
93,N00000734,B,A,D,C,A,,,D,,C,D,,A,B,C,C,B,D,,C,A,A,B,D,D,60
94,N00000735,B,B,D,D,C,B,,A,C,C,D,D,,B,A,C,B,,D,,,A,B,D,D,65
95,N00000736,B,A,D,C,C,A,D,,C,C,D,B,A,,A,C,B,D,A,,A,A,B,D,,74
96,N00000737,B,A,D,D,C,B,D,A,C,C,D,B,B,B,A,C,B,,A,C,D,A,B,D,,82
97,N00000738,B,A,B,D,C,B,D,,C,B,D,B,A,B,A,,B,D,A,C,A,A,,D,D,78
98,N00000739,A,A,,,C,B,,A,C,C,D,B,C,B,A,C,B,C,A,C,A,A,A,D,D,68
99,N00000740,B,C,D,D,C,B,D,A,C,C,D,B,A,B,A,C,C,D,A,C,A,,B,D,D,86
100,N00000741,B,A,C,D,C,D,D,C,C,C,D,,A,B,A,,B,D,A,C,A,,B,D,D,73
101,N00000742,B,A,D,,C,B,D,A,C,,D,,A,B,A,C,D,D,,B,,A,B,D,,66
102,N00000743,B,A,D,D,C,B,D,B,C,C,D,B,A,,A,C,B,C,A,C,A,,B,D,A,77
103,N00000744,B,B,D,D,C,B,D,C,C,C,D,B,A,,A,C,B,D,D,A,D,A,B,D,,67
104,N00000745,B,A,D,D,C,B,D,A,C,C,D,B,A,B,A,C,B,D,A,A,A,A,B,D,,91
105,N00000746,B,A,D,,C,B,D,,B,C,D,B,A,B,A,C,B,D,A,C,A,,B,D,D,83
106,N00000747,B,,D,D,,B,D,,C,C,D,B,A,B,A,,B,D,A,,A,A,C,D,D,75
107,N00000748,C,A,D,D,C,B,,A,C,C,D,C,A,B,,B,B,D,A,C,A,,B,D,B,68
108,N00000749,B,A,D,D,C,B,D,A,C,C,,B,A,B,A,C,,D,A,C,A,C,B,D,D,87
109,N00000750,B,,,B,,B,D,A,C,D,D,B,A,B,A,C,B,D,A,C,C,A,B,D,,69
110,N00000751,,D,D,D,C,B,D,A,C,C,,C,A,B,A,C,B,D,A,C,A,D,A,D,D,72
111,N00000752,D,A,D,D,C,,C,A,D,C,D,D,A,B,A,C,B,D,A,C,A,A,B,D,D,76
112,N00000753,A,A,,D,,,D,A,A,A,B,A,A,,B,C,,D,C,C,A,A,D,D,D,40
113,N00000754,B,A,D,D,C,B,D,A,C,,D,B,A,C,A,C,D,D,B,C,A,A,B,D,,77
114,N00000755,B,A,D,D,C,B,D,A,C,,C,B,A,B,A,C,D,D,,C,A,A,,,,70
115,N00000756,,A,D,D,C,B,D,D,C,,D,B,A,B,A,C,B,D,A,B,A,A,C,D,A,72
116,N00000757,D,A,D,C,C,B,D,A,C,C,D,B,A,,A,B,B,D,A,C,A,A,,D,D,77
117,N00000758,,,D,C,,B,D,A,,C,D,B,,B,A,C,B,D,A,,A,C,B,D,D,66
118,N00000759,B,A,D,C,C,B,D,A,C,C,D,,C,B,A,,B,D,A,C,A,A,B,D,D,82
119,N00000760,D,A,D,D,C,B,D,A,A,A,A,B,,B,,,D,D,A,C,A,A,B,,D,59
120,N00000761,B,A,D,C,C,D,D,A,C,C,D,C,A,,A,C,B,,A,,A,A,B,D,D,73
121,N00000762,B,A,D,,C,B,D,A,C,C,D,B,A,B,A,C,B,D,A,C,D,A,B,A,D,86
122,N00000763,B,A,B,D,C,C,D,A,C,C,D,B,A,B,,C,A,,A,C,,A,B,D,D,73
123,N00000764,B,,D,D,C,B,D,A,C,C,D,B,A,,D,C,B,D,A,,A,A,B,D,D,83
124,N00000765,B,A,D,D,C,B,D,A,C,C,D,B,A,B,A,C,B,B,A,C,A,A,B,C,D,90
125,N00000766,B,C,D,,C,D,B,A,C,C,C,,A,B,,C,B,,A,C,A,,B,D,D,60
126,N00000767,C,A,D,A,C,D,D,A,,C,D,B,A,,,,B,D,A,C,A,A,B,D,D,69
127,N00000768,C,A,,D,C,B,D,B,C,C,D,B,A,A,A,C,B,D,D,C,A,A,B,,D,72
128,N00000769,B,A,B,D,B,B,D,A,C,C,D,B,A,,A,,B,D,A,C,A,A,B,D,C,77
129,N00000770,B,D,D,D,C,B,A,A,C,,,B,A,B,A,,C,D,A,C,A,D,B,D,D,68
130,N00000771,B,A,D,D,B,B,D,A,A,C,D,B,,B,A,C,B,D,A,C,A,A,B,D,D,86
131,N00000772,B,A,C,D,C,D,D,D,C,C,D,B,A,B,A,C,B,D,A,B,A,A,B,D,D,80
132,N00000773,B,A,D,D,C,C,D,A,C,C,,B,,B,A,C,B,D,,,A,D,B,D,A,69
133,N00000774,B,A,D,D,C,B,C,A,,C,D,B,A,D,A,C,B,D,A,C,A,,B,D,D,82
134,N00000775,B,A,D,D,,B,,A,C,C,A,B,A,B,A,C,,B,A,C,A,A,B,C,D,73
135,N00000776,B,A,D,D,C,B,D,A,B,C,D,B,A,B,A,C,B,D,A,C,A,A,B,A,D,90
136,N00000777,B,A,D,D,C,B,D,A,B,C,D,B,A,B,A,C,B,,,,A,A,B,D,D,83
137,N00000778,B,A,D,D,C,B,D,A,C,,D,B,A,B,A,C,D,D,A,C,,A,B,D,D,87
138,N00000779,,A,D,A,C,C,D,A,A,C,D,B,A,C,A,,B,D,,B,A,A,A,D,A,53
139,N00000780,C,,D,D,D,B,D,D,C,A,D,B,,A,A,C,B,D,A,C,A,A,B,D,D,67
140,N00000781,B,A,D,D,C,B,D,A,D,C,D,B,A,B,A,C,B,D,A,C,D,A,A,D,D,85
141,N00000782,B,,D,D,C,,D,D,C,A,D,B,D,B,D,C,B,D,A,C,A,A,B,A,,63
142,N00000783,B,A,D,C,C,B,B,A,C,C,D,,C,B,A,C,B,D,A,C,A,A,,B,D,72
143,N00000784,B,D,D,D,A,B,C,A,C,C,D,B,D,B,A,C,A,D,A,C,A,,B,D,A,66
144,N00000785,B,A,,D,,B,D,B,C,C,D,B,A,B,,C,B,D,A,C,A,A,A,D,D,78
145,N00000786,B,,D,D,C,B,D,A,C,C,D,C,A,B,A,C,B,D,A,C,A,A,A,D,D,86
146,N00000787,B,A,D,D,C,B,D,A,,C,D,B,A,B,D,D,B,D,,C,A,D,,D,D,73
147,N00000788,,A,D,D,C,B,B,C,C,C,D,B,,A,A,C,,D,A,C,A,A,B,D,D,73
148,N00000789,B,C,D,D,C,B,D,,C,C,D,D,A,B,A,C,B,D,A,C,A,,B,D,D,82
149,N00000790,B,A,C,D,C,B,D,A,C,C,,A,A,B,,B,B,D,A,C,,A,B,D,D,73
150,N00000791,,A,D,D,C,B,D,A,C,A,D,,A,C,A,C,B,D,C,C,A,,A,D,D,68
151,N00000792,B,,D,D,C,B,D,A,C,C,D,B,C,C,,C,B,D,A,,A,A,B,C,D,73
152,N00000793,,C,B,D,C,B,A,A,C,C,A,B,A,B,A,C,B,A,A,B,A,A,B,D,D,66
153,N00000794,B,A,D,D,,,D,A,C,C,,C,A,B,A,C,B,D,A,C,A,A,D,D,,74
154,N00000795,B,A,D,D,C,B,D,,C,C,A,B,D,B,A,C,B,D,A,,A,A,B,D,D,82
155,N00000796,B,,D,D,C,B,,,C,,D,B,,B,,C,,D,,C,A,A,B,,D,64
156,N00000797,,A,B,D,C,B,D,A,C,C,D,B,A,C,A,C,B,D,,C,B,A,B,D,D,77
157,N00000798,B,,D,D,,B,D,A,C,,D,B,A,,A,C,,A,A,C,A,,B,,D,67
158,N00000799,B,A,D,D,C,B,,A,C,C,D,B,C,B,D,A,B,D,A,C,A,B,B,D,D,76
159,N00000800,B,A,,D,C,,D,A,D,C,B,B,A,,A,C,B,D,A,A,C,A,A,D,D,63
160,N00000801,B,A,D,,C,B,,A,C,C,D,B,A,B,A,C,B,D,A,,A,A,B,D,,84
161,N00000802,B,A,D,D,C,B,A,A,B,C,D,B,A,B,A,C,B,D,,C,A,A,B,,D,82
162,N00000803,B,,D,D,C,,C,A,C,C,D,B,D,B,,C,B,A,A,A,A,A,B,D,D,68
163,N00000804,B,A,D,D,C,B,D,A,C,A,D,D,A,B,A,,B,D,,C,A,A,B,D,D,82
164,N00000805,B,,D,B,C,,D,A,C,D,C,B,A,B,A,,B,D,A,C,A,A,B,D,C,68
165,N00000806,B,A,D,D,A,B,D,A,C,C,D,B,A,B,A,C,,D,A,,A,A,B,D,D,87
166,N00000807,B,A,,D,C,B,D,A,C,C,D,B,,B,A,C,,B,A,C,A,A,,D,D,79
167,N00000808,B,A,B,D,C,B,D,A,,C,D,B,A,B,A,C,B,A,A,C,A,A,B,,D,82
168,N00000809,B,A,D,D,C,B,D,A,C,D,D,B,A,B,A,C,B,A,A,C,A,A,B,D,D,90
169,N00000810,B,A,D,D,C,B,D,A,C,C,,B,,B,A,C,C,D,A,C,A,A,B,D,,83
170,N00000811,B,A,A,D,C,B,D,A,C,C,,,A,B,C,C,B,D,A,C,A,,B,D,D,78
171,N00000812,B,A,D,D,C,B,,,D,C,D,D,A,A,A,C,B,D,A,C,A,A,B,D,D,77
172,N00000813,B,A,D,D,C,,D,A,C,C,D,B,A,B,A,C,B,D,B,,A,A,B,,D,83
173,N00000814,A,A,,D,C,B,,A,C,C,,B,A,B,A,C,B,D,,,,A,B,D,,67
174,N00000815,B,A,B,A,,B,D,A,C,C,,A,A,B,A,C,B,D,A,,A,A,,D,D,69
175,N00000816,B,A,D,C,C,,D,A,C,C,A,B,A,,A,C,B,,A,C,A,A,A,D,D,73
176,N00000817,B,A,D,B,C,B,D,,,C,D,A,A,B,A,C,B,D,A,C,A,A,B,D,D,82
177,N00000818,B,A,D,D,C,,D,A,D,D,D,B,A,B,A,C,B,D,A,C,A,A,B,D,,82
178,N00000819,A,D,D,D,C,B,D,A,C,A,D,B,A,B,A,C,B,,A,C,A,A,B,D,D,81
179,N00000820,B,A,D,D,C,A,C,A,C,C,D,B,A,B,A,C,,D,A,C,,A,B,D,D,82
180,N00000821,B,A,D,D,C,B,D,A,A,,D,B,A,B,A,,B,D,A,,A,A,B,D,C,78
181,N00000822,B,A,D,D,C,B,D,A,C,C,D,A,A,B,,A,B,B,A,C,A,A,B,B,D,76
182,N00000823,B,A,A,,C,D,D,C,C,C,D,B,A,,A,,,D,B,C,A,A,B,D,D,64
183,N00000824,B,A,D,B,B,B,B,A,B,C,D,B,A,B,A,D,B,D,A,C,A,A,,D,D,71
184,N00000825,,A,D,D,,,A,A,C,D,D,B,C,B,A,C,B,D,A,C,A,A,B,D,D,73
185,N00000826,B,A,C,D,C,B,D,A,C,C,D,B,A,C,,C,C,D,A,C,A,D,,D,D,72
186,N00000827,B,,D,D,C,,D,,C,C,D,B,,B,A,C,B,D,A,C,A,A,B,D,D,84
187,N00000828,A,D,D,D,C,B,D,A,C,C,D,B,,B,A,C,B,D,A,C,C,B,B,D,D,76
188,N00000829,B,A,D,D,C,B,D,A,C,,D,A,A,B,,C,B,A,A,A,A,A,,D,D,73
189,N00000830,B,A,D,B,C,B,D,A,C,C,D,,A,,B,,B,D,A,B,A,A,C,D,,64
190,N00000831,B,A,D,D,C,A,D,A,C,C,D,B,A,A,A,C,B,D,A,,A,B,D,D,A,71
191,N00000832,B,,,D,,B,B,B,C,C,D,,A,B,A,C,B,D,A,C,A,A,B,C,D,69
192,N00000833,B,A,D,D,,B,D,,C,C,D,B,A,B,,C,,D,A,C,A,C,B,,D,75
193,N00000834,B,A,D,C,C,,D,A,A,C,D,D,A,B,A,D,B,D,A,C,A,A,B,D,,72
194,N00000835,B,A,A,D,C,B,D,A,C,C,D,B,A,B,A,C,B,C,A,C,A,,B,D,D,86
195,N00000836,B,A,D,D,C,B,D,A,C,C,B,B,A,,A,C,B,D,A,C,D,A,B,D,D,86
196,N00000837,B,,D,D,C,B,D,C,C,C,D,B,A,B,A,D,B,D,C,,A,A,B,,D,73
197,N00000838,B,A,D,D,C,B,D,A,C,C,D,D,A,B,A,C,B,,A,C,A,,B,C,D,82
198,N00000839,C,A,D,D,C,B,B,A,C,C,D,C,A,B,A,C,B,,C,,A,A,B,D,D,72
199,N00000840,B,,D,D,C,D,D,A,C,C,D,,A,B,A,C,B,D,A,C,A,A,B,D,D,87
200,N00000841,B,,D,D,C,B,,A,C,C,D,B,A,B,C,C,B,D,A,C,,A,B,,D,79
201,N00000842,B,A,D,A,C,B,C,A,,C,D,C,A,B,A,C,B,D,A,B,,A,C,D,D,67
202,N00000843,C,A,D,C,C,B,A,A,C,C,D,B,C,,A,C,B,D,B,C,A,A,B,,D,67
203,N00000844,B,A,D,D,C,B,D,,C,C,D,B,C,B,A,C,D,D,A,C,A,A,B,B,D,81
204,N00000845,B,A,D,C,C,B,D,A,C,C,,B,A,A,A,,B,D,,B,,A,B,D,D,69
205,N00000846,B,B,D,D,,B,,A,C,B,D,B,,B,A,C,B,D,,C,A,A,B,,D,70
206,N00000847,B,A,D,D,C,B,D,A,C,C,C,B,A,B,,C,B,D,A,C,A,A,B,D,D,91
207,N00000848,,A,D,D,C,B,B,A,C,C,,A,A,B,C,C,B,D,A,C,A,A,B,D,D,77
208,N00000849,B,A,,D,C,,D,A,C,C,D,B,C,B,A,C,B,C,A,C,A,A,A,D,A,72
209,N00000850,D,A,D,D,C,B,D,A,,C,D,C,A,B,A,D,B,D,A,C,A,D,B,D,D,76
210,N00000851,B,A,D,D,C,B,,A,C,C,D,B,,B,A,C,,D,A,C,A,B,B,D,D,83
211,N00000852,B,A,,D,C,B,D,A,C,C,D,B,A,C,A,,B,D,A,C,A,A,B,D,C,82
212,N00000853,B,A,D,D,C,B,D,A,C,C,D,,A,B,A,C,B,D,,,A,,B,,D,80
213,N00000854,B,A,D,,C,B,D,A,C,C,D,B,A,A,A,C,B,D,A,C,A,,,D,D,83
214,N00000855,B,A,D,C,D,B,D,A,C,,D,,A,B,A,C,B,D,A,C,A,A,B,D,,78
215,N00000856,B,A,D,D,C,,D,A,,B,D,B,A,B,A,C,B,D,A,C,D,A,B,D,D,82
216,N00000857,B,A,D,D,C,B,D,A,C,C,A,B,A,B,A,C,,D,A,C,A,A,B,D,,87
217,N00000858,D,,D,D,C,,D,A,,C,D,B,A,B,A,C,B,D,A,C,C,,B,D,D,74
218,N00000859,B,A,,D,C,B,D,A,C,,D,,A,B,A,C,B,B,A,C,A,A,,,B,70
219,N00000860,B,A,D,D,C,B,D,A,C,C,D,B,A,B,A,C,B,D,A,C,A,,B,D,D,96
220,N00000861,D,A,D,,C,B,D,C,C,C,D,B,A,B,A,C,B,,A,C,,A,B,D,,74
221,N00000862,,A,D,D,C,B,D,C,C,C,B,B,,B,A,C,B,,A,C,,A,,D,D,70
222,N00000863,B,A,C,D,,A,D,A,C,B,C,B,A,B,A,C,B,D,D,C,A,A,,,D,63
223,N00000864,B,A,D,D,D,,D,A,C,C,D,,A,B,A,C,B,D,A,C,B,A,,,D,74
224,N00000865,B,A,D,D,C,,D,A,,C,A,B,,,A,C,B,D,A,C,,A,B,D,D,75
225,N00000866,B,A,D,D,C,B,D,A,C,C,D,D,A,B,,C,B,D,A,C,A,A,,D,,83
226,N00000867,,A,D,D,C,D,D,B,C,C,D,B,A,B,A,,B,D,A,C,,A,B,D,B,73
227,N00000868,B,A,,D,C,B,D,,C,,D,B,A,B,A,C,B,D,A,C,A,A,B,D,D,88
228,N00000869,B,A,D,D,,B,D,C,C,C,D,C,A,,,C,B,D,A,C,A,,B,D,B,69
229,N00000870,B,C,D,D,,B,D,A,D,C,D,B,A,,A,C,B,D,A,C,A,,B,D,D,78
230,N00000871,B,A,D,D,,B,,,,C,C,C,A,,A,C,D,D,A,C,A,A,B,,B,56
231,N00000872,B,A,D,D,A,B,,A,,C,D,B,A,B,D,C,B,D,,C,A,A,B,,D,74
232,N00000873,B,,D,D,C,B,A,A,C,C,D,B,C,B,A,,B,D,A,C,A,A,B,D,D,82
233,N00000874,B,,D,D,,B,,,C,C,D,,A,B,C,C,B,,A,C,B,A,B,D,C,61
234,N00000875,B,A,D,C,C,B,D,A,,C,D,B,A,B,A,C,B,D,A,A,B,A,B,,D,77
235,N00000876,B,,D,D,B,B,D,A,C,,D,B,A,B,A,A,B,D,B,D,A,A,B,B,,63
236,N00000877,,A,D,D,C,B,D,A,C,C,D,B,A,B,A,C,,D,A,C,A,A,B,D,D,92
237,N00000878,B,A,D,D,C,B,D,A,C,C,D,B,A,B,A,,B,,A,C,A,A,,D,D,88
238,N00000879,B,B,D,D,C,B,D,A,B,C,D,B,A,,A,,B,D,B,C,C,A,B,D,D,72
239,N00000880,B,D,A,D,C,B,D,A,C,,D,B,A,B,A,C,B,D,A,C,C,A,B,D,B,76
240,N00000881,B,A,D,D,C,B,D,,C,C,D,B,,,A,,B,D,A,C,A,A,B,A,D,79
241,N00000882,B,A,D,D,C,B,D,A,C,,D,A,A,B,A,C,,D,A,C,A,A,B,,B,78
242,N00000883,B,A,D,A,C,B,D,A,,C,D,B,A,B,A,C,B,D,A,C,A,A,A,D,D,86
243,N00000884,B,A,D,D,C,B,D,A,C,C,D,B,A,B,A,A,C,D,B,C,C,A,B,D,D,80
244,N00000885,B,,D,D,C,B,D,A,C,C,D,B,A,B,A,C,B,C,D,C,A,,B,C,D,77
245,N00000886,,,D,D,,B,C,D,C,C,,B,A,,A,C,B,D,,C,A,D,B,D,D,61
