,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,score
70,N00000216,B,A,,C,C,B,D,,C,B,D,,A,,A,D,,D,A,C,A,A,B,D,D,65
71,N00000217,B,A,D,D,C,B,,A,C,C,D,,D,A,A,C,B,D,A,C,A,B,B,D,B,72
72,N00000218,B,A,D,D,C,B,C,C,C,C,,B,A,B,A,C,B,D,A,C,A,A,B,D,D,86
73,N00000219,B,A,D,D,C,B,D,A,A,C,D,B,A,B,A,C,B,D,A,,,,,D,D,79
74,N00000220,B,D,D,,,B,D,,C,A,D,,A,B,A,C,,D,A,,A,A,B,D,D,66
75,N00000221,B,A,,D,C,B,C,A,,C,D,B,A,B,A,,B,D,,C,A,A,B,D,D,79
76,N00000222,D,,,D,B,B,D,A,A,C,D,B,A,C,A,C,B,B,A,C,D,D,B,,D,53
77,N00000223,B,A,D,D,,C,C,A,C,C,D,B,A,C,B,C,B,D,A,C,B,A,B,D,D,71
78,N00000224,B,A,D,,C,,D,A,C,C,D,B,,B,A,D,B,D,,C,A,A,B,D,D,79
79,N00000225,B,A,B,A,C,B,D,,C,C,D,B,D,,A,C,B,D,B,C,A,A,B,D,B,67
80,N00000226,A,A,D,D,C,B,D,A,C,C,D,B,A,C,A,C,D,D,A,C,,A,A,,C,67
81,N00000227,B,D,D,D,C,B,B,A,C,,D,,A,B,A,C,D,D,A,C,A,A,B,D,D,77
82,N00000228,B,A,D,D,C,B,D,,C,C,A,B,,B,A,C,B,D,C,B,A,B,B,D,C,67
83,N00000229,B,,D,D,C,B,D,A,C,C,A,B,A,B,A,C,,D,A,C,A,,,,D,75
84,N00000230,A,A,A,D,C,B,D,A,C,C,D,B,A,B,A,C,B,D,A,C,A,A,B,D,D,90
85,N00000231,,A,D,D,,B,D,A,C,C,D,,,B,A,,B,D,A,C,B,A,B,D,D,75
86,N00000232,B,A,,D,C,,C,A,C,C,D,B,A,B,A,C,B,D,A,C,A,A,B,D,D,87
87,N00000233,B,B,D,D,C,B,D,A,C,C,D,B,A,B,A,C,B,D,A,C,A,D,C,D,D,85
88,N00000234,A,A,D,,C,B,D,A,C,C,,B,,B,A,C,B,D,A,C,,A,B,D,D,79
89,N00000235,,A,,D,D,B,D,A,C,C,D,B,B,B,,C,B,D,A,C,B,A,,D,A,64
90,N00000236,B,,D,D,,D,D,A,C,,D,B,A,B,A,C,B,D,,C,B,A,D,D,D,69
91,N00000237,B,D,A,C,,B,C,A,,B,D,B,A,B,A,C,B,D,A,D,A,A,,D,D,58
92,N00000238,B,A,D,D,A,B,D,,C,C,D,B,A,B,,C,B,D,,C,A,A,D,D,,74
93,N00000239,B,C,,,C,C,D,A,C,C,D,B,C,B,A,C,B,D,A,,A,A,B,D,D,73
94,N00000240,,A,B,D,A,B,D,A,C,B,D,B,A,B,A,C,C,,A,C,,A,C,D,D,63
95,N00000241,A,A,D,D,C,A,D,A,A,,D,B,C,,A,C,B,D,D,C,A,A,B,D,,63
96,N00000242,B,A,B,D,A,,D,A,C,C,D,B,A,B,A,C,A,D,A,C,D,A,B,B,,67
97,N00000243,B,,D,,D,B,D,A,C,C,D,B,A,B,A,D,B,D,A,C,A,A,B,D,D,82
98,N00000244,B,A,,D,D,B,D,A,D,C,D,B,A,B,,C,D,D,A,C,A,A,B,D,D,77
99,N00000245,B,B,D,C,C,B,D,A,C,C,D,B,A,B,A,C,A,D,A,C,B,A,D,D,B,70
100,N00000246,B,A,D,D,C,B,D,A,C,,D,B,A,A,B,C,,D,A,C,A,C,B,,,69
101,N00000247,B,A,D,D,,D,D,A,C,C,D,B,A,B,A,C,A,D,A,B,A,C,B,D,D,76
102,N00000248,A,A,,D,C,B,D,A,C,C,D,B,C,A,,C,B,D,A,C,A,C,B,A,C,62
103,N00000249,B,A,D,D,C,B,D,A,C,C,D,B,B,B,A,,B,C,A,,A,A,B,D,D,82
104,N00000250,B,A,D,D,C,B,D,A,C,A,D,B,A,B,A,C,B,D,A,,A,A,B,D,B,86
105,N00000251,B,A,D,B,C,B,C,C,C,B,D,B,A,B,A,C,B,D,A,A,A,A,B,D,D,75
106,N00000252,B,C,D,D,C,B,B,A,,A,D,B,A,,A,C,B,D,B,C,A,A,B,D,D,72
107,N00000253,B,A,B,D,C,B,D,A,C,A,D,B,A,B,A,,B,D,A,C,A,,B,D,D,82
108,N00000254,B,A,D,D,C,B,,A,C,C,D,,A,B,A,C,D,D,B,,A,,B,D,D,74
109,N00000255,B,A,A,A,C,B,D,A,,C,D,B,A,B,A,C,,D,A,C,,A,B,D,D,78
110,N00000256,B,A,A,D,C,B,D,A,C,C,D,B,A,B,A,C,B,,A,B,A,,B,D,D,82
111,N00000257,B,A,D,D,C,B,D,A,C,C,D,B,A,B,,C,B,D,A,C,A,A,B,D,D,96
112,N00000258,B,A,B,,C,B,,B,C,C,D,D,D,,A,C,B,A,A,D,A,A,A,D,,49
113,N00000259,B,A,D,D,C,B,D,A,C,C,D,B,A,B,A,C,B,D,,C,A,A,B,D,C,91
114,N00000260,B,,D,D,C,B,D,A,C,,D,B,B,B,A,C,B,D,A,C,A,D,B,D,A,77
115,N00000261,B,,,D,C,B,B,A,C,C,D,B,A,B,C,C,B,D,A,C,A,A,B,D,D,82
116,N00000262,B,A,D,C,C,B,D,A,C,C,D,B,A,B,A,C,B,D,A,C,A,A,A,B,D,85
117,N00000263,B,A,D,D,C,A,D,A,C,C,D,D,B,D,A,B,B,,A,C,A,A,B,A,A,61
118,N00000264,B,A,,D,C,,D,A,C,C,D,B,A,B,A,C,B,D,A,C,A,A,B,D,D,92
119,N00000265,B,A,D,D,C,B,D,A,C,C,D,B,A,B,A,C,C,B,A,B,A,A,B,D,D,85
120,N00000266,C,A,D,D,C,B,D,A,C,C,D,B,A,B,A,C,A,B,A,C,A,A,B,A,D,80
121,N00000267,,A,D,D,D,B,D,A,,C,D,,C,B,,C,D,D,A,B,C,A,B,,D,55
122,N00000268,B,D,D,D,C,,D,A,C,C,D,B,A,,A,C,B,D,C,C,A,A,A,D,D,77
123,N00000269,,D,,D,C,B,D,A,C,B,D,B,A,B,C,C,C,D,A,C,A,A,B,D,B,67
124,N00000270,B,D,D,D,C,B,C,,C,C,D,B,B,B,A,C,B,D,A,C,A,A,B,D,D,81
125,N00000271,B,A,D,D,C,B,,A,A,C,D,B,A,B,C,C,B,D,A,C,A,A,B,D,D,86
126,N00000272,B,A,D,D,C,A,,A,C,A,D,C,A,B,B,C,B,,A,C,A,A,A,D,A,62
127,N00000273,A,,D,D,C,B,,,C,C,D,B,A,B,B,C,B,C,A,,C,A,B,D,,60
128,N00000274,B,A,,D,C,B,D,A,C,C,D,B,C,,A,C,B,,,,B,D,B,D,D,65
129,N00000275,C,A,D,D,C,B,D,C,,C,,,A,B,A,C,B,D,A,,A,A,B,D,D,74
130,N00000276,,A,D,D,C,B,D,A,C,C,D,B,,B,A,B,B,C,A,C,A,A,B,D,D,82
131,N00000277,B,A,D,D,C,B,D,,C,C,D,B,B,B,A,,B,,A,C,A,,B,D,D,79
132,N00000278,C,A,D,D,C,B,D,A,C,A,D,B,,B,D,C,B,D,A,C,A,A,B,,C,72
133,N00000279,A,A,D,D,D,,,A,C,,D,,C,B,A,C,B,D,C,C,A,A,B,D,C,59
134,N00000280,B,A,D,D,,B,,A,C,D,D,B,B,,A,C,B,,A,D,A,A,B,D,D,69
135,N00000281,B,A,D,D,,B,D,C,,C,A,B,A,B,A,C,,D,A,C,B,,,D,,61
136,N00000282,B,A,D,,C,A,D,A,C,C,C,B,A,B,,C,B,D,A,C,C,A,B,D,D,77
137,N00000283,B,A,D,D,C,B,D,A,C,C,D,B,A,B,A,C,B,D,A,C,A,A,B,D,D,100
138,N00000284,B,A,D,B,D,B,D,A,C,C,D,B,A,,A,C,B,D,,C,A,A,B,D,C,77
139,N00000285,B,A,D,D,C,B,D,A,,C,D,B,A,B,A,B,B,D,A,C,A,A,,D,D,87
140,N00000286,B,,D,D,D,B,D,A,C,C,D,D,D,B,B,A,B,D,A,C,A,A,B,D,D,71
141,N00000287,B,B,B,,C,B,D,A,C,,D,C,A,B,A,C,B,D,A,C,A,A,B,D,D,77
142,N00000288,B,A,D,D,,B,D,D,A,C,A,,A,B,A,C,C,D,A,C,D,D,B,D,C,57
143,N00000289,B,A,D,D,C,B,D,A,C,C,B,,A,B,B,C,B,D,A,C,D,A,B,D,D,81
144,N00000290,B,A,D,,,B,D,A,C,C,D,B,A,B,A,C,B,D,D,D,A,A,,D,D,78
145,N00000291,B,A,D,D,C,B,D,A,C,C,,D,B,B,A,C,B,B,A,C,,A,B,D,D,77
146,N00000292,,A,D,D,C,B,D,A,C,C,D,B,A,B,A,C,B,D,A,,A,A,B,D,D,92
147,N00000293,B,A,D,D,B,B,B,,,C,D,B,A,B,A,C,B,C,A,C,A,A,,D,D,73
148,N00000294,B,C,D,D,C,B,D,A,,,D,B,A,B,A,C,B,D,A,C,A,A,B,,D,83
149,N00000295,B,B,,D,C,B,D,D,C,C,D,B,A,B,B,C,C,C,A,,B,,B,D,D,58
150,N00000296,B,A,D,D,C,B,,A,D,,D,B,A,B,D,C,,D,A,C,B,A,B,B,D,68
151,N00000297,C,A,D,D,C,C,D,A,,C,D,B,A,B,A,C,A,D,A,C,A,A,B,D,D,81
152,N00000298,B,A,D,D,C,B,,A,C,C,D,B,A,B,A,C,B,D,A,C,A,A,B,D,D,96
153,N00000299,B,,D,D,C,B,D,A,,C,D,B,A,B,,C,B,D,A,C,A,A,,D,D,84
154,N00000300,B,A,,D,C,B,D,A,C,,D,B,A,,A,C,B,D,A,C,,C,B,D,C,74
155,N00000301,B,A,D,D,D,B,D,A,D,A,,B,D,B,A,C,B,D,A,C,A,,B,D,D,72
156,N00000302,B,A,A,D,C,B,D,A,C,C,D,B,A,,A,C,C,D,A,C,A,A,,D,D,82
157,N00000303,B,A,D,D,C,B,D,A,C,C,D,,A,B,,C,B,D,A,C,A,A,B,D,D,92
158,N00000304,B,A,D,D,,B,D,A,C,C,C,B,,B,A,A,B,B,C,,A,A,B,D,D,68
159,N00000305,B,A,C,,C,B,D,A,C,,C,B,,,A,C,B,D,A,D,A,A,B,D,D,69
160,N00000306,B,A,,D,C,B,D,,D,C,D,B,A,C,D,C,B,D,A,C,A,,B,D,D,73
161,N00000307,B,A,D,D,C,B,D,A,C,C,D,C,A,B,,C,B,D,A,C,A,A,B,A,D,86
162,N00000308,B,A,,D,C,B,D,,B,C,D,B,A,B,B,C,D,D,A,,A,A,B,A,D,68
163,N00000309,,A,A,D,C,B,D,A,C,C,D,B,,B,A,C,B,B,A,C,C,A,,D,B,68
164,N00000310,B,A,D,D,C,B,D,A,A,C,D,B,A,D,A,C,B,D,D,C,A,A,B,D,D,85
165,N00000311,B,,D,D,A,C,D,A,C,C,D,,A,B,A,C,A,D,A,C,A,,B,D,D,73
166,N00000312,B,A,D,D,C,B,D,B,C,C,D,B,A,B,A,C,B,D,A,C,A,A,B,D,D,95
167,N00000313,,A,D,D,C,B,D,D,C,C,D,B,,B,A,C,B,C,A,B,A,,B,D,D,73
168,N00000314,C,D,D,D,C,B,D,A,C,,B,B,D,B,A,C,B,D,A,C,A,A,B,D,D,76
169,N00000315,B,D,D,C,C,,D,A,C,C,D,A,A,B,A,C,B,,A,B,A,A,B,D,D,72
170,N00000316,D,A,D,D,C,C,B,A,C,C,D,B,A,B,A,C,B,D,D,C,A,A,B,D,B,75
171,N00000317,,A,D,B,C,D,,A,C,C,D,B,A,B,A,C,A,D,A,D,A,A,C,D,D,67
172,N00000318,,A,D,D,C,D,,D,C,C,D,D,A,B,A,,B,D,A,C,A,A,,D,D,69
173,N00000319,,A,D,D,C,B,D,A,C,C,D,B,A,B,A,C,B,D,A,,,A,B,,D,84
174,N00000320,B,,D,D,C,B,D,A,,C,B,B,A,B,A,A,B,D,A,C,A,A,A,D,,73
175,N00000321,B,A,D,D,,,,B,C,C,D,C,,B,A,C,B,D,A,C,A,A,B,D,D,74
176,N00000322,,A,D,D,C,B,D,A,C,C,D,B,A,B,A,C,B,D,A,C,A,A,B,D,D,96
177,N00000323,D,A,D,D,C,,D,A,B,C,D,C,,B,A,C,,D,A,C,A,A,B,,D,69
178,N00000324,B,A,D,D,B,D,D,A,,C,D,B,A,B,A,C,B,D,A,C,A,A,B,D,D,86
179,N00000325,,A,,D,C,B,D,D,B,C,D,B,A,B,A,C,B,D,D,C,A,A,D,D,D,72
180,N00000326,B,A,,B,C,,D,A,B,C,D,B,,B,B,C,,D,A,C,A,A,B,D,D,69
181,N00000327,B,A,,,C,B,,D,A,C,D,B,A,B,A,C,B,D,A,C,A,,B,D,D,74
182,N00000328,B,A,D,,C,B,D,A,C,,D,B,A,B,A,C,B,B,A,C,A,A,B,D,D,87
183,N00000329,B,A,D,D,C,B,D,A,C,C,D,B,A,B,A,C,B,D,A,C,A,A,B,D,,96
184,N00000330,B,A,D,D,C,,D,A,C,,C,B,A,B,A,C,B,D,A,C,D,,B,D,D,78
185,N00000331,B,,D,B,C,B,D,A,C,C,D,B,,D,A,C,D,A,A,C,A,A,B,D,D,72
186,N00000332,,A,D,D,C,B,D,A,C,C,D,A,A,B,A,C,B,D,A,,A,C,,D,D,78
187,N00000333,B,A,D,D,C,,D,A,C,A,D,B,A,C,A,C,B,C,A,,A,A,B,D,C,72
188,N00000334,B,D,D,D,C,B,D,A,B,C,D,,A,B,A,C,B,D,A,,A,A,B,D,,78
189,N00000335,B,B,D,C,C,,D,A,,C,D,C,A,B,A,A,A,D,D,C,A,C,B,D,D,57
190,N00000336,B,A,D,C,C,B,D,A,C,,D,B,A,B,A,C,B,D,A,C,A,A,B,D,D,91
191,N00000337,B,A,D,D,D,B,D,A,C,C,D,,,B,A,B,B,D,A,C,A,A,,D,,74
192,N00000338,B,A,D,C,C,A,D,A,C,C,D,B,A,,,C,B,B,A,C,A,A,B,D,D,77
193,N00000339,A,A,D,D,C,B,D,A,C,C,D,B,A,B,A,C,C,D,,C,C,A,B,D,D,81
194,N00000340,B,A,D,D,D,B,B,B,C,C,D,B,A,B,A,C,B,D,B,C,A,A,B,D,D,80
195,N00000341,B,A,C,,C,B,D,A,C,C,D,B,A,B,A,A,B,D,A,D,A,A,B,D,D,81
196,N00000342,B,,D,D,A,B,D,,C,C,D,B,A,,A,C,B,D,A,C,A,A,B,D,D,83
197,N00000343,,,D,D,C,B,C,A,C,C,D,B,A,B,A,C,B,D,A,C,A,A,B,D,D,87
198,N00000344,B,,D,D,C,B,D,A,,C,D,B,A,B,,D,B,D,A,C,A,A,B,D,D,83
199,N00000345,B,,D,D,C,B,D,A,C,C,D,B,A,B,A,A,B,D,A,C,A,A,B,D,B,86
200,N00000346,,C,A,,C,B,D,A,C,C,D,B,A,,A,C,A,,A,C,A,A,,D,D,65
201,N00000347,B,A,D,D,C,B,D,A,C,C,D,B,A,B,D,,,D,A,C,A,A,B,D,D,87
202,N00000348,B,A,D,,C,B,D,A,,C,D,C,A,B,D,A,B,C,A,C,A,A,B,D,D,72
203,N00000349,B,A,D,D,C,B,D,A,B,C,D,B,B,B,A,A,B,,A,B,C,,B,D,,63
204,N00000350,B,A,D,D,C,B,D,A,C,C,D,B,A,A,D,D,D,D,A,C,,A,B,D,,72
205,N00000351,B,A,D,D,C,D,D,A,C,C,D,B,A,B,A,C,,D,A,,B,A,B,,D,78
206,N00000352,B,A,D,D,C,B,D,A,C,C,D,A,C,,A,C,B,D,A,C,A,,B,,,74
207,N00000353,B,D,D,D,C,,D,A,A,,D,B,A,B,,C,B,D,A,C,B,D,B,D,,64
208,N00000354,B,A,D,D,C,B,,D,C,C,D,,C,B,A,B,,D,A,C,A,C,B,D,D,68
209,N00000355,,A,,D,C,B,D,D,C,C,,B,A,B,A,C,B,D,D,C,A,B,B,D,D,73
210,N00000356,B,A,C,D,,B,,A,C,C,,B,B,B,A,C,B,D,A,C,A,A,B,D,D,78
211,N00000357,B,A,D,D,C,B,D,A,C,C,D,C,A,B,A,C,C,D,A,C,A,A,B,D,D,90
212,N00000358,A,B,D,D,C,B,D,A,C,C,D,B,A,B,,,B,D,A,C,A,A,,,D,74
213,N00000359,B,A,,,B,B,,A,,C,A,A,A,B,A,,B,D,A,C,A,,B,C,D,56
214,N00000360,B,A,D,D,C,,D,A,C,C,B,A,A,B,A,C,B,D,A,,,A,B,D,D,78
215,N00000361,B,A,D,D,,B,D,A,C,C,D,B,A,B,A,D,B,D,A,C,A,B,B,D,D,86
216,N00000362,B,D,D,D,C,B,,A,B,C,D,B,A,,A,C,B,D,,C,A,A,,D,D,74
217,N00000363,,A,D,D,C,B,D,A,C,C,D,B,A,B,,C,B,D,A,C,B,A,D,D,D,82
218,N00000364,B,A,A,D,C,A,D,A,C,C,D,B,A,,B,C,B,D,A,C,A,A,A,D,D,76
219,N00000365,B,A,D,D,C,B,D,A,C,,D,B,B,B,,C,B,B,A,C,A,A,B,D,D,82
220,N00000366,B,A,C,C,C,B,A,,B,C,D,B,A,B,A,C,B,A,A,C,D,A,B,D,,62
221,N00000367,,A,D,D,C,D,D,A,C,,D,B,A,B,A,A,B,D,A,,A,A,B,D,,74
222,N00000368,B,A,D,D,C,B,A,A,D,C,D,,,B,D,C,B,D,A,C,A,A,B,D,D,77
223,N00000369,,A,D,A,C,B,,A,C,C,,A,D,B,,C,B,D,A,C,A,A,B,D,D,69
224,N00000370,C,A,,D,C,B,D,A,C,A,C,C,A,C,,C,B,D,C,C,A,A,B,D,D,62
225,N00000371,B,A,D,D,C,B,D,A,C,C,D,B,A,B,A,C,B,D,A,D,A,D,C,D,D,85
226,N00000372,B,A,,D,C,B,D,A,,C,D,B,A,B,,C,B,D,A,C,,,B,D,D,80
227,N00000373,D,A,D,D,C,B,D,A,,C,D,B,A,B,,C,B,D,A,D,A,A,B,A,D,77
228,N00000374,B,,B,D,C,,D,A,B,C,D,B,A,,A,C,B,D,A,C,A,A,,D,D,74
229,N00000375,C,A,D,,C,B,D,A,C,C,D,B,A,B,A,C,B,D,A,B,A,A,,D,D,82
230,N00000376,B,,D,D,C,B,D,A,,,D,B,C,A,A,C,B,D,,C,A,A,B,D,,70
231,N00000377,B,A,D,,C,B,C,A,D,C,D,B,A,B,A,,B,D,A,C,A,A,,D,D,78
232,N00000378,B,A,D,B,C,B,D,A,C,C,D,B,A,B,A,C,B,,,C,C,A,B,D,D,82
233,N00000379,B,D,D,D,,A,D,A,C,,C,B,A,B,A,C,A,D,C,C,A,,B,D,D,63
234,N00000380,B,A,D,B,C,,D,A,C,,D,,A,B,A,C,B,D,A,C,A,A,B,D,D,83
235,N00000381,B,A,D,D,C,B,D,A,C,C,D,B,A,B,,C,B,D,A,,A,A,,D,D,88
236,N00000382,B,A,D,C,,D,D,A,C,C,,B,A,,D,C,B,B,A,C,A,A,B,,D,64
237,N00000383,,A,D,D,,B,D,A,C,C,,,A,B,A,C,B,D,C,C,A,A,B,D,D,79
238,N00000384,,A,D,D,C,B,D,A,,C,C,B,A,B,A,,B,D,C,C,,B,C,D,,60
239,N00000385,B,A,D,D,C,B,,A,C,,D,B,,B,A,C,D,D,A,C,A,A,A,D,D,78
240,N00000386,B,A,D,D,C,B,D,A,C,C,,,A,B,A,C,B,D,A,,A,A,B,D,D,88
241,N00000387,C,A,D,D,C,B,,A,C,C,A,B,A,B,A,C,B,,A,C,A,A,D,D,C,72
242,N00000388,B,B,D,D,D,B,D,,C,C,D,B,A,B,A,C,B,,A,C,A,A,B,D,D,82
243,N00000389,B,,C,D,C,C,D,A,C,B,C,D,A,A,A,C,,D,A,C,A,A,B,D,D,62
244,N00000390,D,A,D,D,C,B,D,A,C,C,D,B,A,,A,C,B,D,A,C,A,A,B,D,D,91
245,N00000391,,A,D,D,C,A,D,A,,C,D,B,A,B,A,,,D,A,C,A,A,B,D,D,79
